"Reservoir","Site","Date","ThermistorTemp_C_1","ThermistorTemp_C_2","ThermistorTemp_C_3","ThermistorTemp_C_4","ThermistorTemp_C_5","ThermistorTemp_C_6","ThermistorTemp_C_7","ThermistorTemp_C_8","ThermistorTemp_C_9","ThermistorTemp_C_10","ThermistorTemp_C_11","ThermistorTemp_C_12","ThermistorTemp_C_13","RDO_mgL_6","RDO_mgL_13","EXODO_mgL_1.5","EXOChla_RFU_1.5","EXOChla_ugL_1.5"
"BVR",50,2022-03-17,NA,NA,NA,9.70778077777778,9.57245204166667,9.41139693055556,8.77575561111111,8.32255820138889,7.60669515972222,7.25137406944444,7.18684016666667,7.16329759722222,7.09279824305556,12.1986944444444,10.6514534027778,12.0939160839161,3.12503496503497,12.5825874195804
"BVR",50,2022-03-18,NA,NA,NA,10.3500564375,10.0217547013889,9.45132045138889,8.65463569444444,7.98588502777778,7.45615974305556,7.2729375,7.17721045138889,7.15951641666667,7.10242988194444,12.2628282638889,10.2213335486111,12.2013888888889,3.35916666666667,13.5267361041667
"BVR",50,2022-03-19,NA,NA,NA,11.2222066666667,10.7923300208333,10.2248754236111,9.26897070138889,8.25113325694444,7.46728702083333,7.2490195625,7.16151720138889,7.13999084027778,7.08163354166667,12.3137385416667,9.64472175,12.1825,3.18402777777778,12.8194444375
"BVR",50,2022-03-20,NA,NA,NA,10.9807252777778,10.9831427083333,10.953443125,10.9667282638889,10.960650625,10.1525075486111,7.31037259722222,7.15980414583333,7.13982217361111,7.06443614583333,11.851535625,8.98005422222222,11.6755555555556,2.65784722222222,10.6939583472222
"BVR",50,2022-03-21,NA,NA,NA,10.9737329861111,10.5650186041667,10.2748235208333,9.91164043055556,9.63079116666667,8.76766588888889,7.84385266666667,7.26642623611111,7.17867699305556,7.08644138888889,11.7028326388889,8.53261313888889,11.5736805555556,2.681875,10.7922222152778
"BVR",50,2022-03-22,NA,NA,NA,10.8498835555556,10.6263091111111,10.1865391111111,9.73783888148148,9.23300385185185,8.19477671111111,7.55144311111111,7.28071637037037,7.22070779259259,7.13499318518519,11.6986406666667,8.72010119259259,11.7605223880597,2.93962686567164,11.8330596865672
"BVR",50,2022-03-23,NA,NA,NA,10.5377214930556,10.2896304930556,10.0449863611111,9.63073710416667,9.13823079861111,8.36088426388889,7.597862,7.28607468055556,7.24855669444444,7.16678040972222,11.4042585416667,8.5037165,11.7068531468531,3.54902097902098,14.2923776153846
"BVR",50,2022-03-24,NA,NA,NA,11.4934088194444,11.0275513194444,10.6179186180556,10.0221299375,9.14247659027778,8.33613340972222,7.80646354861111,7.39980947916667,7.27640931944444,7.17748443055556,11.4277923611111,8.04681741666667,11.6344444444444,3.10729166666667,12.5106944444444
"BVR",50,2022-03-25,NA,NA,NA,11.3493622916667,11.3415605555556,11.2984520138889,11.1641116388889,10.2335849444444,8.74715761111111,7.71007325,7.37402505555556,7.29176131944444,7.21138654166667,11.3387710416667,7.72665715277778,11.5394444444444,2.54194444444444,10.2278472013889
"BVR",50,2022-03-26,NA,NA,NA,10.3752948402778,10.3821005,10.3524049930556,10.3742166805556,10.3744682777778,10.0982093125,9.40667451388889,8.38862009027778,7.42315054861111,7.22168172916667,11.1428477777778,7.08333722222222,11.3428472222222,2.71784722222222,10.9387499930556
"BVR",50,2022-03-27,NA,NA,NA,9.29472755555556,9.30051736111111,9.2712285625,9.29123684027778,9.29829660416667,9.25267746527778,9.27584417361111,9.26363034027778,9.24487217361111,8.76169536805556,10.9828859027778,10.1296082152778,11.1795104895105,2.62314685314685,10.556013993007
"BVR",50,2022-03-28,NA,NA,NA,8.66002060416667,8.67986804861111,8.65738829861111,8.68253945138889,8.69527266666667,8.65173213194444,8.67443950694445,8.66399194444444,8.67235220138889,8.6277368125,11.101624375,11.1694147222222,11.2971527777778,2.7825,11.2002083263889
"BVR",50,2022-03-29,NA,NA,NA,8.52186078472222,8.382630625,8.28980148611111,8.22901296527778,8.18397320833333,8.09046010416667,8.07282005555555,8.01927465277778,7.98235342361111,7.89987475694444,11.1906800694444,11.0985024305556,11.4181118881119,3.39398601398601,13.6676223706294
"BVR",50,2022-03-30,NA,NA,NA,8.32574575,8.21247677777778,8.14036120833333,8.08241366666667,8.04576731944444,7.93425863194444,7.86080347222222,7.69291252777778,7.61780986805556,7.51912958333333,11.2317965972222,10.8466995833333,11.4814084507042,3.62225352112676,14.5895070422535
"BVR",50,2022-03-31,NA,NA,NA,9.33947027083333,9.08586672222222,8.91992486111111,8.77474021527778,8.58656475694444,8.23190824305556,7.97773907638889,7.7630099375,7.70715560416667,7.61222453472222,11.5126472222222,10.5652677083333,11.7227777777778,4.43361111111111,17.8648611111111
"BVR",50,2022-04-01,NA,NA,NA,9.88112948611111,9.89041809027778,9.85942786111111,9.87260686805556,9.84830453472222,9.67286430555555,9.37627836805556,8.98284779861111,8.34262863194444,7.847628,11.440770625,10.3013715902778,11.6304166666667,3.7825,15.2363194444444
"BVR",50,2022-04-02,NA,NA,NA,9.62609577083333,9.41048688888889,9.3107885,9.21315280555556,9.15179613888889,8.98424701388889,8.85505760416667,8.58007765277778,8.21341431944444,8.00647134722222,11.4919170833333,9.85311123611111,11.7495035460993,3.9909219858156,16.0773758794326
"BVR",50,2022-04-03,NA,NA,NA,10.2982802986111,10.2870116111111,10.2495441180556,10.2176121111111,10.1291619027778,9.8518304375,9.44895536111111,8.96815847222222,8.58793322916667,8.19647918055556,11.6578683333333,9.78890896527778,11.8547916666667,3.47701388888889,14.0027777708333
"BVR",50,2022-04-04,NA,NA,NA,10.4192782638889,10.2914625277778,10.1720258888889,10.000721,9.74705800694444,9.49128552083333,9.13911018055556,8.692301,8.47488657638889,8.27759934722222,11.6773063194444,9.38245363194445,11.8952777777778,4.03458333333333,16.2540277777778
"BVR",50,2022-04-05,NA,NA,NA,10.6671661805556,10.4513363819444,10.2397687083333,9.89994142361111,9.65991086111111,9.34404120833333,9.1163309375,8.72775314583333,8.52994515972222,8.30191677777778,11.8175324305556,8.8295155625,12.0766666666667,4.82049645390071,19.4275886524823
